ACTIVITY_CODE,ACTIVITY_NAME,TREATMENT_TYPE,FUND_CODES,NBR_UNITS_PLANNED,NBR_UNITS_ACCOMPLISHED,UOM,DATE_PLANNED,DATE_ACCOMPLISHED,DATE_COMPLETED,FY_PLANNED,FY_ACCOMPLISHED,FY_COMPLETED,ACTIVITY_UNIT_ORG,REGION_CODE,ADMIN_FOREST_CODE,DISTRICT_CODE,HOME_ORG,ADMIN_FOREST_NAME,ADMIN_DISTRICT_NAME,PROCLAIMED_FOREST_CODE,OWNERSHIP_CODE,OWNERSHIP_DESC,STATE_ABBR,WATERSHED_CODE,SLOPE,ELEVATION,ASPECT,METHOD_CODE,METHOD_DESC,EQUIPMENT_CODE,EQUIPMENT_DESC,COST_PER_UOM,NEPA_PROJECT_ID,NEPA_DOC_NAME,IMPLEMENTATION_PROJECT_NAMES,IMPLEMENTATION_PROJECT_NUMBERS,IMPLEMENTATION_PROJECT_TYPES,WORK_AGENT_CODES,SUBUNIT_SIZE,SUBUNIT_UOM,ACTIVITY_UNIT_CN,SUBUNIT_CN,FACTS_ID,SUID,SUBUNIT,SUBUNIT_NAME,ACTIVITY_CN,NEPA_PROJECT_CN,STAGE,STAGE_DESC,REV_DATE,DATA_SOURCE_CODE,DATA_SOURCE_DESC,CRC_VALUE,ETL_MODIFIED,UK,EDW_INSERT_DATE,GIS_MILES,OBJECTID,ACCURACY,SHAPELEN
3230,Trail Construction,N/A,CFLR,0.3,0.3,MILES,2010/09/09 00:00:00+00,2010/09/09 00:00:00+00,2010/09/09 00:00:00+00,2010,2010,2010,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,170102110104,30,6800,E,100,Manual,100,Hand Work,0,NOT REQD,DEFAULT FOR NOT REQUIRED,SOUTHWESTERN CROWN OF THE CONTINENT,CFLR001,CFLRP,FA,0.3,MILES,2809749010602,739685010602,1701021101,0110021701021101004,004,TURQUOISE LAKE TRAIL RELOCATION,2885527010602,101025910259,3,Accomplished,,20,Digitized Other,BEB96CCFD2AC216D,N,0110_53_ACTL,2024/06/14 07:28:18+00,0.302,185581,,0.00464255983853621
9007,Road Maintenance,Prism,CFLR,9,9,MILES,2010/09/09 00:00:00+00,2010/09/09 00:00:00+00,2010/09/30 00:00:00+00,2010,2010,2010,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,170102110205,5,4000,W,200,Mechanical,224,Utility Vehicle,0,27276,(PALS)MID SWAN BLOWDOWN SALVAGE PROJECT,SOUTHWESTERN CROWN OF THE CONTINENT,CFLR001,CFLRP,CA,9,MILES,2809876010602,739690010602,1701021102,0110021701021102006,006,ROAD 901/899 RESURFACING,2885608010602,24027,3,Accomplished,2014/06/09 19:45:39+00,,,4FF3D309B7EF1C53,N,0110_55_ACTL,2024/06/14 07:28:18+00,9.727,185582,,0.160823134734397
1140,Fireline Construction,Preparation,WFHF,0.5,0.5,MILES,2015/05/05 00:00:00+00,2015/09/15 00:00:00+00,2015/09/15 00:00:00+00,2015,2015,2015,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,170102110205,,,,207,Mechanical pile,204,Excavator,0,06108,MEADOW SMITH,SOUTHWESTERN CROWN OF THE CONTINENT,CFLR001,CFLRP,FA,0.5,MILES,AU186695010602,1002898010602,A060100013,011002A060100013001,001,FIRELINE,4740901010602,1170010602,3,Accomplished,2015/10/06 13:37:55+00,,,5D0256D324748B0C,N,0110_100_ACTL,2024/06/14 07:28:18+00,0.534,185583,,0.00885535674929435
1140,Fireline Construction,Preparation,PPPP,0.8,0.8,MILES,2009/11/11 00:00:00+00,2012/10/10 00:00:00+00,2012/10/10 00:00:00+00,2010,2013,2013,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,1701021102,,,,207,Mechanical pile,204,Excavator,0,28071,(PALS)SUMMIT MOUNTAIN PINE BEETLE SAVALGE PROJECT DN,SOUTHWESTERN CROWN OF THE CONTINENT,CFLR001,CFLRP,PR,0.8,MILES,AU318586010602,588352010602,A240200024,011002A240200024001,001,FIRELINE,AC1968722010602,25956,3,Accomplished,,3,GPS – Differentially Corrected Data,FC6CFC8FACDA0B2D,N,0110_43_ACTL,2024/06/14 07:28:18+00,0.801,185584,,0.0130796834928896
1140,Fireline Construction,Preparation,PPPP,1,1,MILES,2009/11/11 00:00:00+00,2011/08/08 00:00:00+00,2011/08/08 00:00:00+00,2010,2011,2011,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,1701021102,,,,207,Mechanical pile,204,Excavator,0,28071,(PALS)SUMMIT MOUNTAIN PINE BEETLE SAVALGE PROJECT DN,SOUTHWESTERN CROWN OF THE CONTINENT,CFLR001,CFLRP,PR,1,MILES,AU318947010602,587806010602,A240300035,011002A240300035001,001,FIRELINE,AC1967396010602,25956,3,Accomplished,,3,GPS – Differentially Corrected Data,A2781544353A0603,N,0110_45_ACTL,2024/06/14 07:28:18+00,0.971,185585,,0.0175975069902336
1140,Fireline Construction,Preparation,PPPP,0.7,0.7,MILES,2009/11/11 00:00:00+00,2011/08/08 00:00:00+00,2011/08/08 00:00:00+00,2010,2011,2011,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,1701021102,,,,200,Mechanical,204,Excavator,0,28071,(PALS)SUMMIT MOUNTAIN PINE BEETLE SAVALGE PROJECT DN,SOUTHWESTERN CROWN OF THE CONTINENT,CFLR001,CFLRP,PR,0.7,MILES,AU319034010602,587499010602,A240300055,011002A240300055001,001,FIRELINE,AC1966705010602,25956,3,Accomplished,,3,GPS – Differentially Corrected Data,D1FEF908B9850C12,N,0110_48_ACTL,2024/06/14 07:28:18+00,0.662,185586,,0.0117738639885979
1140,Fireline Construction,Preparation,PPPP,0.9,0.9,MILES,2009/11/11 00:00:00+00,2011/08/08 00:00:00+00,2011/08/08 00:00:00+00,2010,2011,2011,011002,,,,011002,,,0110,FS,USDA FOREST SERVICE,MT,1701021102,,,,207,Mechanical pile,204,Excavator,0,28071,(PALS)SUMMIT MOUNTAIN PINE BEETLE SAVALGE PROJECT DN,SOUTHWESTERN CROWN OF THE CONTINENT,CFLR001,CFLRP,PR,0.9,MILES,AU319137010602,589677010602,A240400057,011002A240400057001,001,FIRELINE,AC1973295010602,25956,3,Accomplished,,3,GPS – Differentially Corrected Data,243516F2677E2B0C,N,0110_47_ACTL,2024/06/14 07:28:18+00,0.885,185587,,0.0146481751231953
2100,Nonrange Fences - Length,N/A,RTRT,0.5,0.5,MILES,2021/11/01 00:00:00+00,2021/11/15 00:00:00+00,2021/11/15 00:00:00+00,2022,2022,2022,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,,000,,10,NOT REQD,DEFAULT FOR NOT REQUIRED,"4 FOREST RESTORATION INITIATIVE,4FRI","CFLR005,NPL005","CFLRP,NPL",FA,0.5,MILES,4800974010602,1154114010602,ASPENFENCE,031102ASPENFENCEF03,F03,LARSON 3 FENCE,6398976010602,101043710437,3,Accomplished,2018/09/26 17:43:16+00,3,GPS – Differentially Corrected Data,337BCD8847265AFF,N,0301_1632_ACTL,2024/06/14 07:28:15+00,0.525,185588,,0.00826359412571495
2100,Nonrange Fences - Length,N/A,NFXN,0.5,0.5,MILES,2017/11/10 00:00:00+00,2017/11/10 00:00:00+00,2017/11/10 00:00:00+00,2018,2018,2018,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,100,Manual,100,Hand Work,10000,13024,(PALS)RIM LAKES FOREST RESTORATION PROJECT,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,0.5,MILES,4800974010602,1154114010602,ASPENFENCE,031102ASPENFENCEF03,F03,LARSON 3 FENCE,5726139010602,38773,3,Accomplished,2018/09/26 17:43:16+00,3,GPS – Differentially Corrected Data,337BCD8821CD886F,N,0301_1632_ACTL,2024/06/14 07:28:15+00,0.525,185589,,0.00826359412571495
2100,Nonrange Fences - Length,N/A,RTRT,0.4,0.4,MILES,2018/10/01 00:00:00+00,2018/10/23 00:00:00+00,2018/10/23 00:00:00+00,2019,2019,2019,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,100,Manual,000,NA,10,NOT REQD,DEFAULT FOR NOT REQUIRED,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,0.4,MILES,4800974010602,1162102010602,ASPENFENCE,031102ASPENFENCEF19,F19,LONG TOM 2,5756719010602,101043710437,3,Accomplished,2018/10/24 20:19:54+00,2,GPS – Uncorrected Data,7CF71E30E8905A0E,N,0301_1952_ACTL,2024/06/14 07:28:15+00,0.463,185590,,0.00681401625137397
2100,Nonrange Fences - Length,N/A,RTRT,0.4,0.4,MILES,2021/06/04 00:00:00+00,2022/05/10 00:00:00+00,2022/05/10 00:00:00+00,2021,2022,2022,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,,000,,10,NOT REQD,DEFAULT FOR NOT REQUIRED,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,0.4,MILES,4800974010602,1162102010602,ASPENFENCE,031102ASPENFENCEF19,F19,LONG TOM 2,6532151010602,101043710437,3,Accomplished,2018/10/24 20:19:54+00,2,GPS – Uncorrected Data,7CF71E308F7A54C8,N,0301_1952_ACTL,2024/06/14 07:28:15+00,0.463,185591,,0.00681401625137397
3231,Trail Maintenance,N/A,CWKV,0.9,0.9,MILES,2010/10/01 00:00:00+00,2011/08/03 00:00:00+00,2011/08/03 00:00:00+00,2011,2011,2011,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,106,Maintenance,113,Hand Tool,1033,CE NO DM,CE without DM,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,1,MILES,2759881010602,741838010602,BMTRAILS10,031102BMTRAILS10005,005,BLACK MESA TR 524,3280668010602,1757010602,3,Accomplished,2016/07/27 00:00:00+00,2,GPS – Uncorrected Data,6C8D25BD28B276E6,N,0301_5_ACTL,2024/06/14 07:28:15+00,0.883,185592,,0.0143326187389103
3231,Trail Maintenance,N/A,CWKV,1.4,1.4,MILES,2010/10/01 00:00:00+00,2011/07/15 00:00:00+00,2011/07/15 00:00:00+00,2011,2011,2011,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,100,Manual,100,Hand Work,1033,CE NO DM,CE without DM,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,1.4,MILES,2759881010602,741842010602,BMTRAILS10,031102BMTRAILS10008,008,BLACK MESA TR 204,3280507010602,1757010602,3,Accomplished,2016/07/28 00:00:00+00,20,Digitized Other,3F8EA45F70506ABE,N,0301_3_ACTL,2024/06/14 07:28:15+00,1.357,185593,,0.021393046986289
3231,Trail Maintenance,N/A,CWKV,0.9,0.9,MILES,2010/10/01 00:00:00+00,2011/08/01 00:00:00+00,2011/08/01 00:00:00+00,2011,2011,2011,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,100,Manual,100,Hand Work,1033,CE NO DM,CE without DM,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,0.9,MILES,2759881010602,741915010602,BMTRAILS10,031102BMTRAILS10009,009,BLACK MESA TR 206,3280536010602,1757010602,3,Accomplished,2016/07/27 00:00:00+00,2,GPS – Uncorrected Data,83308562D723094A,N,0301_2_ACTL,2024/06/14 07:28:15+00,0.832,185594,,0.0139461230364298
3231,Trail Maintenance,N/A,CWKV,1,1,MILES,2010/10/01 00:00:00+00,2011/08/02 00:00:00+00,2011/08/02 00:00:00+00,2011,2011,2011,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,100,Manual,100,Hand Work,1033,CE NO DM,CE without DM,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,1,MILES,2759881010602,810903010602,BMTRAILS10,031102BMTRAILS10012,012,BLACK MESA TR 528,3280657010602,1757010602,3,Accomplished,2015/07/31 00:00:00+00,2,GPS – Uncorrected Data,45B99CA1768021A0,N,0301_668_ACTL,2024/06/14 07:28:15+00,1.047,185595,,0.0167528069304428
3231,Trail Maintenance,N/A,CWKV,20.3,20.3,MILES,2013/10/01 00:00:00+00,2014/07/01 00:00:00+00,2017/05/01 00:00:00+00,2014,2014,2017,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,100,Manual,100,Hand Work,1328,NOT REQD,DEFAULT FOR NOT REQUIRED,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,CA,20.3,MILES,2759881010602,956300010602,BMTRAILS10,031102BMTRAILS10027,027,BLACK MESA TRAILS,4364846010602,101043710437,3,Accomplished,2016/07/27 00:00:00+00,2,GPS – Uncorrected Data,72B8C6D6924437FA,N,0301_669_ACTL,2024/06/14 07:28:15+00,19.28,185596,,0.306409734382345
3231,Trail Maintenance,N/A,CWKV,3,3,MILES,2015/10/01 00:00:00+00,2016/09/29 00:00:00+00,2016/09/29 00:00:00+00,2016,2016,2016,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,100,Manual,100,Hand Work,2697,CE NO DM,CE without DM,4 FOREST RESTORATION INITIATIVE,CFLR005,CFLRP,FA,3,MILES,2759881010602,1013619010602,BMTRAILS10,031102BMTRAILS10030,030,WOODS CANYON TRIL 336,4766671010602,1757010602,3,Accomplished,2016/10/19 00:00:00+00,24,Other,F30AA9A9AA1A3A5A,N,0301_671_ACTL,2024/06/14 07:28:15+00,2.772,185597,0,0.0448186634406407
9003,Road Obliteration,N/A,GSRV,5,5,MILES,2019/01/01 00:00:00+00,2019/08/06 00:00:00+00,2020/09/01 00:00:00+00,2019,2019,2020,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,200,Mechanical,219,Ripper,1000,42876,(PALS)LARSON FOREST RESTORATION PROJECT,"02 LARSON ST JOE 13T,4 FOREST RESTORATION INITIATIVE","21901,CFLR005","CFLRP,STWD",SC,5,MILES,5370608010602,1250452010602,LARSON2015,031102LARSON2015R02,R02,STJOE ROADS ,6159069010602,43735,3,Accomplished,2020/10/06 19:37:11+00,2,GPS – Uncorrected Data,C8F2B0A250300B3C,N,0301_2628_ACTL,2024/06/14 07:28:15+00,4.964,185599,,0.0787288927964531
6683,Inland Fish habitat non-structural maintenance - Length,N/A,CWK2,2.2,2.2,MILES,2012/05/25 00:00:00+00,2012/09/14 00:00:00+00,2013/08/23 00:00:00+00,2012,2012,2013,051652,,16,,051652,Stanislaus National Forest,Calaveras Ranger District,0516,FS,USDA FOREST SERVICE,CA,,,,,107,,208,,1500,,,AMADOR-CALAVERAS CONSENSUS GROUP CORNERSTONE PROJECT,CFLR015,CFLRP,SC,2.2,MILES,AU7308010348,861111010602,2110011000,0516522110011000002,002,BAILEY IRSC STREAM ENHANCEMENT,3714710010602,31633,3,Accomplished,2022/09/28 00:00:00+00,7,Digitized From Hardcopy PBS/SEQ,E714905F3C0FC9F0,N,0516_28_ACTL,2024/06/14 07:28:19+00,2.177,185600,,0.0377817472531013
6683,Inland Fish habitat non-structural maintenance - Length,N/A,CFLN,0.3,0.3,MILES,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014,2014,2014,081002,,10,,081002,Ozark-St. Francis National Forest,Buffalo Ranger District,0820,FS,USDA FOREST SERVICE,AR,110100050307,,,,100,Manual,111,Chain Saw,102,26081,(PALS)BEARCAT HOLLOW PHASE II PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,FA,0.3,MILES,2746713010602,951569010602,FALLINGWAT,081002FALLINGWAT003,003,LWD 11010005000943,4331495010602,35930,3,Accomplished,2014/09/19 13:39:17+00,7,Digitized From Hardcopy PBS/SEQ,08939FFFFBB23D66,N,0810_159_ACTL,2024/06/14 07:28:15+00,1.123,185601,,0.0194657456482636
6683,Inland Fish habitat non-structural maintenance - Length,N/A,CFLN,0.5,0.5,MILES,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014,2014,2014,081002,,10,,081002,Ozark-St. Francis National Forest,Buffalo Ranger District,0820,FS,USDA FOREST SERVICE,AR,110100050307,,,,100,Manual,111,Chain Saw,102,26081,(PALS)BEARCAT HOLLOW PHASE II PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,FA,0.5,MILES,2746713010602,951570010602,FALLINGWAT,081002FALLINGWAT004,004,LWD 11010005003444,4331487010602,35930,3,Accomplished,2014/09/05 15:15:39+00,7,Digitized From Hardcopy PBS/SEQ,AD83DFF5DCF0C955,N,0810_160_ACTL,2024/06/14 07:28:15+00,0.479,185602,,0.0075487393490991
6683,Inland Fish habitat non-structural maintenance - Length,N/A,CFLN,0.6,0.6,MILES,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014,2014,2014,081002,,10,,081002,Ozark-St. Francis National Forest,Buffalo Ranger District,0820,FS,USDA FOREST SERVICE,AR,110100050308,,,,100,Manual,111,Chain Saw,102,26081,(PALS)BEARCAT HOLLOW PHASE II PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,FA,0.6,MILES,2746718010602,951580010602,OUTRICHLND,081002OUTRICHLND037,037,LWD 11010005003336,4331553010602,35930,3,Accomplished,2014/09/05 15:18:29+00,7,Digitized From Hardcopy PBS/SEQ,361B87B6F2263012,N,0810_155_ACTL,2024/06/14 07:28:15+00,0.581,185603,,0.0105687028814237
6683,Inland Fish habitat non-structural maintenance - Length,N/A,CFLN,1.1,1.1,MILES,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014,2014,2014,081002,,10,,081002,Ozark-St. Francis National Forest,Buffalo Ranger District,0820,FS,USDA FOREST SERVICE,AR,110100050308,,,,100,Manual,111,Chain Saw,102,26081,(PALS)BEARCAT HOLLOW PHASE II PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,FA,1.1,MILES,2746718010602,951581010602,OUTRICHLND,081002OUTRICHLND038,038,LWD 11010005000944,4331555010602,35930,3,Accomplished,2014/09/19 13:54:41+00,7,Digitized From Hardcopy PBS/SEQ,A35BA7E9646D75C4,N,0810_167_ACTL,2024/06/14 07:28:15+00,1.165,185604,,0.0170315857530215
6683,Inland Fish habitat non-structural maintenance - Length,N/A,NFWF,0.8,0.8,MILES,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014,2014,2014,081002,,10,,081002,Ozark-St. Francis National Forest,Buffalo Ranger District,0820,FS,USDA FOREST SERVICE,AR,110100050308,,,,100,Manual,111,Chain Saw,2828,26081,(PALS)BEARCAT HOLLOW PHASE II PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,FA,0.8,MILES,2746718010602,951583010602,OUTRICHLND,081002OUTRICHLND040,040,LWD 11010005003411,4331552010602,35930,3,Accomplished,2014/09/05 15:18:29+00,7,Digitized From Hardcopy PBS/SEQ,60F329D2958CBECB,N,0810_157_ACTL,2024/06/14 07:28:15+00,0.843,185605,,0.0122555943731578
6683,Inland Fish habitat non-structural maintenance - Length,N/A,NFWF,0.4,0.4,MILES,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,2014,2014,2014,081002,,10,,081002,Ozark-St. Francis National Forest,Buffalo Ranger District,0820,FS,USDA FOREST SERVICE,AR,110100050308,,,,100,Manual,111,Chain Saw,2828,26081,(PALS)BEARCAT HOLLOW PHASE II PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,FA,0.4,MILES,2746718010602,951586010602,OUTRICHLND,081002OUTRICHLND043,043,LWD 11010005003432,4331548010602,35930,3,Accomplished,2014/09/05 15:18:29+00,7,Digitized From Hardcopy PBS/SEQ,2EC6F60A7704FD5C,N,0810_165_ACTL,2024/06/14 07:28:15+00,0.372,185606,,0.00667781206198691
1140,Fireline Construction,Preparation,CWKV,0.2,0.2,MILES,2013/01/14 00:00:00+00,2013/03/26 00:00:00+00,2013/03/26 00:00:00+00,2013,2013,2013,081003,,10,,081003,Ozark-St. Francis National Forest,Bayou Ranger District,0820,FS,USDA FOREST SERVICE,AR,,,,,102,Wildfire,201,Dozer,1000,030401,WOODLAND ECOSYSTEM PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,,0.2,MILES,AU268152010602,402858010602,2010001015,0810032010001015001,001,FIRELINE,AC1587383010602,1209010602,3,Accomplished,2011/05/23 00:00:00+00,7,Digitized From Hardcopy PBS/SEQ,53DA4907E54A02AD,N,0810_465_ACTL,2024/06/14 07:28:18+00,0.375,185607,,0.00614958239621634
2120,Range Fence Obliteration - Length,N/A,NFRG,3,3,MILES,2016/01/01 00:00:00+00,2016/06/20 00:00:00+00,2016/06/20 00:00:00+00,2016,2016,2016,081005,,10,,081005,Ozark-St. Francis National Forest,Boston Mountain Ranger District,0820,FS,USDA FOREST SERVICE,AR,,,,,100,Manual,166,Fencing,817,34883,(PALS)WEDINGTON RESTORATION PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,CT,3,MILES,3571949010602,1057342010602,WEDRANG012,081005WEDRANG012003,003,WEDINGTON RANGE 12 FENCE REMOVAL,5272389010602,32942,3,Accomplished,2016/10/21 14:55:54+00,20,Digitized Other,C133C6A44ECD576B,N,0810_184_ACTL,2024/06/14 07:28:15+00,2.729,185608,,0.0422918213469925
2110,Range Fences - Length,N/A,NFRG,1,1,MILES,2016/01/01 00:00:00+00,2016/06/20 00:00:00+00,2016/06/20 00:00:00+00,2016,2016,2016,081005,,10,,081005,Ozark-St. Francis National Forest,Boston Mountain Ranger District,0820,FS,USDA FOREST SERVICE,AR,,,,,105,Installation,166,Fencing,39485,34883,(PALS)WEDINGTON RESTORATION PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,CT,1,MILES,3571949010602,1057346010602,WEDRANG012,081005WEDRANG012004,004,WEDINGTON RANGE 12 FENCE INSTALLATION 2016,5272393010602,32942,3,Accomplished,2016/10/21 15:02:38+00,20,Digitized Other,8C515E4441246164,N,0810_186_ACTL,2024/06/14 07:28:15+00,0.986,185609,,0.0153782759060433
2110,Range Fences - Length,N/A,NFRG,3,3,MILES,2017/06/15 00:00:00+00,2017/06/15 00:00:00+00,,2017,2017,,081005,,10,,081005,Ozark-St. Francis National Forest,Boston Mountain Ranger District,0820,FS,USDA FOREST SERVICE,AR,,,,,105,Installation,113,Hand Tool,5000,34883,(PALS)WEDINGTON RESTORATION PROJECT,OZARK HIGHLANDS ECOSYSTEM RESTORATION,CFLR022,CFLRP,CT,3,MILES,3571949010602,1105679010602,WEDRANG012,081005WEDRANG012005,005,WEDINGTON RANGE 12 FENCE INSTALLATION 2017,5511828010602,32942,3,Accomplished,2017/10/19 18:53:29+00,30,Remote Sensing Data – Base Level,7F2C0579F9CCD450,N,0810_194_ACTL,2024/06/14 07:28:15+00,1.725,185610,,0.0265887794556028
5620,Watershed Resource Road Obliteration - Length,N/A,CFLN,4,4,MILES,2021/10/01 00:00:00+00,2022/02/08 00:00:00+00,,2022,2022,,060101,,01,,060101,Deschutes National Forest,Bend/Fort Rock Ranger District,0601,FS,USDA FOREST SERVICE,OR,,,,,200,,225,,0,43245,(PALS)URSUS VEGETATION MANAGEMENT PROJECT,"BUTTES TO BASINS - ALL LANDS FOREST RESILIENCY PROJECT,DESCHUTES SKYLINE","CFLR009,FSNRCS-90","CFLRP,FSNRC",CT,4,MILES,6539073010602,1340508010602,BALOOROADS,060101BALOOROADS001,001,BALOO ROAD DECOMMISSIONS,6664760010602,46248,3,Accomplished,2022/10/28 21:50:55+00,3,GPS – Differentially Corrected Data,595E2F79DE8F0B10,N,0601_658_ACTL,2024/06/14 07:28:18+00,3.602,185629,,0.0632682680111115
9003,Road Obliteration,N/A,GSRV,7,7,MILES,2019/01/01 00:00:00+00,2019/08/06 00:00:00+00,2023/10/01 00:00:00+00,2019,2019,2024,031102,,01,,030102,Apache-Sitgreaves National Forests,Black Mesa Ranger District,0311,FS,USDA FOREST SERVICE,AZ,,,,,200,Mechanical,219,Ripper,1000,42876,(PALS)LARSON FOREST RESTORATION PROJECT,"02 LARSON ST JOE 13T,4 FOREST RESTORATION INITIATIVE","21901,CFLR005","CFLRP,STWD",SC,7,MILES,5370608010602,1190431010602,LARSON2015,031102LARSON2015R01,R01,STJOE ROADS,5897596010602,43735,3,Accomplished,2020/10/06 19:38:10+00,2,GPS – Uncorrected Data,A8C906AF407A94A8,N,0301_2592_ACTL,2024/06/14 07:28:15+00,7.402,185901,,0.117472614585843
1140,Fireline Construction,Preparation,CFLN,0.4,0.4,MILES,2023/07/15 00:00:00+00,2023/07/15 00:00:00+00,2024/07/16 00:00:00+00,2023,2023,2024,031001,,10,,031001,Santa Fe National Forest,Coyote Ranger District,0310,FS,USDA FOREST SERVICE,NM,,,,,100,Manual,100,Hand Work,13200,22539,(PALS)RIO CHAMA PLANNED IGNITIONS AND WILDLIFE MANAGEMENT PROJECT,RIO CHAMA,CFLR025,CFLRP,CT,0.4,MILES,6421777010602,1413729010602,RIOCHAMAD2,031001RIOCHAMAD2009,009,AMERICAN HANDLINE,7049182010602,27714,3,Accomplished,2024/09/05 00:00:00+00,2,GPS – Uncorrected Data,BFDDA0E76B744A06,Y,0310_651_ACTL,2024/09/06 02:17:29+00,0.38,186221,,0.00645960320154296
